claim_no,policy_no,claim_date,months_as_customer,injury,property,vehicle,total,collision_type,number_of_vehicles_involved,age,insured_relationship,license_issue_date,date,hour,type,severity,number_of_witnesses,suspicious_activity
b00c8384-4971-4ff8-965a-61040cb233d7,102132001,2019-07-10,234,11500,5750,46000,63250,Front Collision,1,38.0,unmarried,29-01-2008,2019-06-09,17,Single Vehicle Collision,Major Damage,0,false
96891a4b-09b5-4452-93ff-8a6755bff1da,102148477,2020-08-23,272,10840,10840,43360,65040,null,4,31.0,unmarried,22-04-2013,2020-08-14,21,Multi-vehicle Collision,Minor Damage,1,false
ed610e5c-b5b6-41e7-99a7-03fee997470e,102115377,2018-02-17,356,590,1180,4720,6490,Front Collision,1,38.0,own-child,29-01-2008,2018-02-07,10,Single Vehicle Collision,Major Damage,1,false
950e77a2-27fb-4923-8f8c-aa755cd81be9,102070822,2016-07-20,303,530,1060,5300,6890,Rear Collision,4,38.0,husband,02-04-2005,2016-07-12,23,Multi-vehicle Collision,Minor Damage,2,true
dada9bf9-e748-4c23-a0ef-227f2b3b1e7c,102120010,2018-06-29,51,11040,11040,44160,66240,Rear Collision,4,31.0,unmarried,18-01-2016,2018-06-07,7,Multi-vehicle Collision,Major Damage,1,false
c4a2f1a5-2670-46d6-938c-c0180f66810f,102113374,2017-12-28,84,5060,10120,40480,55660,Rear Collision,4,33.0,unmarried,21-09-2004,2017-11-09,23,Multi-vehicle Collision,Minor Damage,0,true
5c731aed-3036-477b-ab1a-355c8d463a87,102152176,2020-11-27,85,8180,16360,73620,98160,Side Collision,1,23.0,not-in-family,30-12-2015,2020-11-24,0,Parked Car,Minor Damage,2,false
303262d5-02cb-4280-bfb4-bdd590421308,102111897,2017-11-18,13,860,860,2580,4300,Front Collision,4,26.0,wife,16-01-2014,2017-10-30,17,Multi-vehicle Collision,Total Loss,3,true
e3738915-dc57-4ba1-aa6a-2fc27737f4b1,102101112,2017-02-21,148,14940,7470,59760,82170,Rear Collision,1,31.0,not-in-family,14-10-2012,2017-01-22,17,Single Vehicle Collision,Minor Damage,0,false
35231d4f-5825-425d-9637-965507ebc4df,102148745,2020-08-30,297,6690,13380,46830,66900,Rear Collision,4,32.0,unmarried,12-05-2003,2020-08-29,0,Multi-vehicle Collision,Trivial Damage,1,false
bcac7a94-7b97-4b19-9dfc-0578e4084a9c,102089613,2016-10-05,196,12960,6480,45360,64800,Side Collision,4,34.0,husband,09-12-2012,2016-09-30,15,Multi-vehicle Collision,Total Loss,2,false
e0394b6c-b165-490a-9697-d1295e8e40ae,102098183,2016-12-29,33,6960,6960,41760,55680,Front Collision,4,27.0,other-relative,29-04-2013,2016-12-20,9,Multi-vehicle Collision,Major Damage,1,false
cf5ab8b8-4e4b-4bf2-a906-f7570c6bdf28,102149362,2020-09-13,256,5540,11080,44320,60940,null,4,27.0,husband,10-04-2015,2020-09-03,12,Multi-vehicle Collision,Trivial Damage,3,true
079e9fae-86bb-4ab7-8cf0-abccf0761f76,102093185,2016-10-22,154,4630,9260,46300,60190,Side Collision,1,47.0,wife,21-08-2005,2016-09-02,10,Single Vehicle Collision,Total Loss,2,true
f10ae226-b5d2-4275-92f9-93497267730a,102122252,2018-09-12,229,7890,23670,55230,86790,Side Collision,4,37.0,not-in-family,16-02-2015,2018-07-25,3,Multi-vehicle Collision,Total Loss,2,false
f191d8de-5e57-49ef-b07c-0680b9def1a1,102139801,2020-02-17,103,4440,8880,39960,53280,Front Collision,1,29.0,not-in-family,11-11-2009,2020-02-09,0,Single Vehicle Collision,Minor Damage,2,true
5dc10a77-4b63-488a-b4a4-bcd178b6d52f,102059125,2016-07-21,198,1240,1240,5580,8060,Rear Collision,1,36.0,other-relative,18-07-2011,2016-07-09,19,Single Vehicle Collision,Major Damage,1,false
6916e576-7fc8-4441-bb19-d564665b4ffb,102062206,2016-07-21,328,4990,4990,34930,44910,Front Collision,4,28.0,own-child,11-11-2014,2016-06-12,4,Multi-vehicle Collision,Total Loss,2,false
2d1f531d-bbdd-4f0a-a589-a0f9505a5a82,102140353,2020-02-03,276,9880,4940,34580,49400,Side Collision,1,36.0,wife,08-12-2010,2020-01-20,14,Parked Car,Minor Damage,3,false
abf8e0fc-c67c-46b3-ab28-eb09d7b7cc98,102132353,2019-07-17,241,7810,7810,54670,70290,Rear Collision,1,49.0,husband,17-07-2008,2019-07-11,1,Single Vehicle Collision,Total Loss,2,true
f0292ce9-5a0e-4db6-9235-44de599974df,102062388,2016-07-21,284,7420,14840,44520,66780,Side Collision,1,24.0,wife,07-06-2010,2016-06-11,10,Single Vehicle Collision,Minor Damage,3,false
5437c8e0-91f1-4f28-8196-81a82c42d5e8,102145547,2020-06-11,39,4700,4700,32900,42300,Rear Collision,1,28.0,wife,29-09-2014,2020-05-30,17,Single Vehicle Collision,Total Loss,2,false
52a9cf8f-945a-44b7-b9e8-b5f031159c69,102151723,2020-11-14,277,0,11840,47360,59200,null,1,43.0,husband,19-04-2014,2020-11-12,17,Parked Car,Total Loss,0,true
c65b7fc2-4dab-41c5-be40-c23ce26ab947,102146830,2020-07-10,70,4200,8400,33600,46200,Side Collision,4,19.0,wife,03-03-2016,2020-07-09,5,Multi-vehicle Collision,Minor Damage,3,false
6926a19e-7c8d-4dd9-8bba-7ff65cbd6369,102076726,2016-07-21,255,5770,5770,46160,57700,Front Collision,4,25.0,wife,03-04-2011,2016-06-07,18,Multi-vehicle Collision,Trivial Damage,2,false
38c6691d-d688-4f8e-a245-14f26fe6f504,102094581,2016-11-11,166,770,1540,5390,7700,null,4,38.0,husband,14-02-2006,2016-11-05,2,Multi-vehicle Collision,Total Loss,3,false
8cdc050a-18d0-4378-a67d-25c48ec474fb,102148437,2020-09-07,126,560,1680,3920,6160,Side Collision,4,26.0,own-child,09-11-2009,2020-06-13,0,Multi-vehicle Collision,Minor Damage,3,true
f1fe9e13-e9b0-4166-baf5-3a4413c409cd,102096790,2016-12-08,111,6050,12100,36300,54450,Rear Collision,1,48.0,not-in-family,08-07-2008,2016-10-10,17,Vehicle Theft,Total Loss,2,true
9835605a-8d6d-4f7a-94e6-d85491a5ac0c,102145839,2020-06-18,292,7350,14700,51450,73500,null,1,28.0,other-relative,13-11-2012,2020-05-03,12,Parked Car,Major Damage,0,true
a3f9e006-35f2-40b3-9ffe-6a806f6e391a,102084504,2016-07-21,299,6310,12620,44170,63100,Side Collision,1,28.0,wife,28-09-2015,2016-07-18,18,Parked Car,Minor Damage,1,false
0d2866cd-81ae-459e-ab39-094ab1c7ebe7,102152805,2021-01-04,290,7100,7100,49700,63900,null,1,25.0,wife,30-10-2011,2020-12-27,3,Vehicle Theft,Minor Damage,0,false
9a8debe8-0500-4bd3-a3f4-f81268aec126,102074159,2016-07-24,235,7740,3870,27090,38700,null,1,28.0,other-relative,17-03-2015,2016-07-11,16,Single Vehicle Collision,Minor Damage,0,false
8c3ce68a-e589-4df6-808e-c0b9f464cc20,102091293/1,2016-09-27,234,4300,8600,34400,47300,Rear Collision,4,25.0,unmarried,18-06-2015,2016-06-08,8,Multi-vehicle Collision,Major Damage,2,false
8adb4d6a-af6e-4350-a6f7-f36a37d564f7,102136747,2019-10-31,76,7530,15060,45180,67770,Side Collision,4,25.0,unmarried,18-06-2015,2019-10-12,21,Multi-vehicle Collision,Major Damage,1,true
17601170-b0fc-43cd-87bd-61ecd739d6be,102141091,2020-02-25,222,11580,11580,46320,69480,null,1,47.0,own-child,24-08-1994,2020-02-22,4,Single Vehicle Collision,Minor Damage,0,true
1210106f-1cab-481b-911f-eeed420da92b,102067818,2016-07-24,297,11540,5770,40390,57700,Front Collision,1,26.0,unmarried,10-11-2013,2016-06-25,17,Parked Car,Minor Damage,0,true
57486f3b-e84e-4f29-9354-170a8db1796a,102115444,2018-03-10,456,18220,18220,63770,100210,Front Collision,1,32.0,not-in-family,15-02-2011,2018-03-03,9,Single Vehicle Collision,Trivial Damage,3,false
30d61e79-8897-4e63-a498-357eb8976a22,102115476,2018-02-21,130,14000,0,42000,56000,Side Collision,4,31.0,unmarried,28-06-2016,2018-01-28,2,Multi-vehicle Collision,Total Loss,1,true
b2a1f9e8-902e-4479-a12f-e078c9295413,102099231,2017-01-13,145,6630,13260,53040,72930,Rear Collision,4,35.0,wife,26-11-2005,2017-01-05,20,Multi-vehicle Collision,Total Loss,3,true
41167fc7-bc07-4aa7-be13-77b2b34f5286,102060345,2016-07-24,275,790,1580,4740,7110,Side Collision,4,26.0,wife,21-12-2010,2016-06-07,13,Multi-vehicle Collision,Major Damage,1,false
b3b9760d-8ec2-45f3-a402-997a8a8ed936,102079759,2016-07-24,243,6340,6340,44380,57060,Rear Collision,1,40.0,husband,23-03-2014,2016-06-21,9,Parked Car,Trivial Damage,1,false
0ef04d46-eb8e-40d0-9917-00a41be9c917,102146496,2020-07-02,8,15560,15560,46680,77800,null,4,63.0,other-relative,11-07-2004,2020-07-01,0,Multi-vehicle Collision,Total Loss,0,false
293102c5-7089-4fa2-adc1-b05fd8b6ba2d,102125618,2019-01-25,169,11960,11960,41860,65780,Rear Collision,4,22.0,husband,20-08-2015,2019-01-24,2,Multi-vehicle Collision,Major Damage,0,false
2f81b1d4-4877-4b12-9ee9-e3b56e193d6e,102078512,2016-07-24,257,12260,12260,49040,73560,Front Collision,1,23.0,husband,31-07-2011,2016-06-29,7,Vehicle Theft,Major Damage,0,false
43e56ab3-ecae-478d-b39d-4c52c65e142f,102101863,2017-03-08,212,4570,4570,36560,45700,Front Collision,1,31.0,not-in-family,18-08-2008,2017-03-03,15,Parked Car,Major Damage,0,true
b177120c-659e-4bcb-8a40-e0e5994eba5a,102056987,2016-07-24,140,1640,820,6560,9020,null,1,34.0,not-in-family,07-01-2002,2016-07-23,15,Single Vehicle Collision,Trivial Damage,2,false
ff89d552-0535-4981-8f3c-23b59a9ecc39,102103754,2017-04-20,446,900,450,3600,4950,Front Collision,1,32.0,wife,30-12-2008,2017-04-15,23,Single Vehicle Collision,Minor Damage,2,true
61d3c931-e2ee-4d5f-a434-f9322fbc4300,102057988,2016-07-24,194,14140,14140,49490,77770,Side Collision,1,28.0,not-in-family,03-05-2009,2016-07-17,14,Single Vehicle Collision,Total Loss,0,false
413aff96-707e-48ff-9919-7c2224152e07,102150299,2020-10-08,291,1400,1400,6300,9100,Side Collision,4,57.0,not-in-family,02-01-2014,2020-07-23,15,Multi-vehicle Collision,Minor Damage,3,true
c1cfdab8-2a4b-426b-b372-fce5a3e9cf2b,102127306,2019-02-20,112,13260,13260,53040,79560,Side Collision,4,31.0,husband,12-04-2015,2019-02-10,0,Multi-vehicle Collision,Major Damage,3,true
4d568105-7392-44d0-b0c1-96a030c45d7d,102137261,2019-11-14,344,12820,6410,57690,76920,Side Collision,4,50.0,other-relative,28-08-2012,2019-11-08,6,Multi-vehicle Collision,Minor Damage,2,false
b642e2db-82bc-46aa-a0b7-ad92982c2b99,102090061,2016-09-04,313,500,1000,3500,5000,Side Collision,1,27.0,wife,15-04-2014,2016-09-03,6,Vehicle Theft,Total Loss,1,true
f7ae5c0f-3bdf-4b23-9de5-3ef102dd3549,102089713,2016-09-03,283,11560,11560,46240,69360,null,4,36.0,wife,27-09-2006,2016-07-27,21,Multi-vehicle Collision,Trivial Damage,1,false
e59158f5-5c47-41ee-9108-dd2a00a5dda9,102131410,2019-06-23,70,1020,510,3570,5100,Side Collision,4,36.0,wife,15-01-2013,2019-06-23,3,Multi-vehicle Collision,Total Loss,2,true
fbd5a191-84b6-489e-9bc4-44079fd3c9c5,102139321,2020-03-07,439,780,780,2730,4290,Side Collision,1,35.0,other-relative,20-09-2005,2020-01-09,13,Parked Car,Total Loss,2,false
61bc018e-cebb-4a1b-83d6-a79b020961c4,102056966,2016-07-24,231,6000,6000,42000,54000,Rear Collision,4,26.0,other-relative,05-07-2010,2016-07-11,20,Multi-vehicle Collision,Major Damage,0,true
aa0b2373-35da-452d-bf38-b20ec129eb0f,102082704,2016-07-24,251,3660,7320,29280,40260,null,1,22.0,wife,30-08-2012,2016-06-03,0,Single Vehicle Collision,Major Damage,2,false
6eb7f883-6747-4bec-ace9-06bb4efab6ac,102125297,2019-02-03,174,3530,3530,31770,38830,Rear Collision,1,33.0,unmarried,21-09-2011,2019-01-20,2,Vehicle Theft,Minor Damage,1,true
8d3a9ea1-100b-4dea-8c24-8b5d19760cb6,102064169,2016-07-24,165,15900,7950,55650,79500,Rear Collision,1,26.0,own-child,03-12-2013,2016-05-26,6,Single Vehicle Collision,Total Loss,3,false
b6254da9-5c3d-470f-98d3-5ba7f4d936ac,102113221,2017-12-24,107,6170,6170,49360,61700,null,1,33.0,husband,09-02-2014,2017-12-07,5,Single Vehicle Collision,Trivial Damage,3,false
47e7ce29-76ac-4a99-adc9-76426d562c36,102111913,2017-11-18,128,8150,16300,65200,89650,Side Collision,4,33.0,own-child,17-07-2011,2017-10-31,8,Multi-vehicle Collision,Minor Damage,2,false
366705c6-28ac-4433-971c-fdb98485f6f1,102141135,2020-02-20,101,7520,15040,60160,82720,Rear Collision,4,25.0,other-relative,16-03-2010,2020-02-20,15,Multi-vehicle Collision,Major Damage,0,false
1ee336df-9a15-46e3-99d5-4ffe5586e14e,102051696,2016-04-24,298,14080,7040,56320,77440,Rear Collision,1,37.0,not-in-family,23-05-2010,2016-02-27,9,Single Vehicle Collision,Total Loss,3,true
cb885801-3279-4fa7-9d4d-95b3f00f0dfd,102113948,2018-01-06,210,16280,16280,73260,105820,Rear Collision,4,42.0,wife,01-05-2008,2018-01-05,14,Multi-vehicle Collision,Major Damage,1,true
0b550357-bc35-4d52-8fca-96d4036594e6,102108021,2017-08-02,211,12820,6410,57690,76920,Rear Collision,1,28.0,unmarried,16-11-2015,2017-06-16,23,Single Vehicle Collision,Total Loss,0,true
f5d916d8-ee78-46f4-a2e6-74d703016e8b,102060214,2016-07-25,473,0,550,3850,4400,Rear Collision,4,44.0,unmarried,03-09-2011,2016-07-19,3,Multi-vehicle Collision,Total Loss,0,true
2b335873-38c5-49e6-8a17-177677a12444,102112189,2017-12-23,123,5550,5550,38850,49950,Rear Collision,4,59.0,wife,30-01-2005,2017-12-15,21,Multi-vehicle Collision,Total Loss,2,false
7e9a6550-c099-4d14-bd94-8cfbf1cea903,102088720,2016-08-17,147,6590,13180,59310,79080,Front Collision,1,26.0,unmarried,08-06-2015,2016-08-09,18,Vehicle Theft,Major Damage,2,false
a85d3153-e75b-4781-af3c-96a8b640aba2,102075736,2016-07-25,269,10640,10640,42560,63840,Rear Collision,1,36.0,own-child,14-08-1999,2016-07-11,16,Parked Car,Trivial Damage,2,false
5f708c1f-33e2-423d-8488-c831c9d6c8a2,102140396,2020-03-07,37,410,410,2870,3690,Rear Collision,4,27.0,own-child,22-04-2013,2020-02-29,6,Multi-vehicle Collision,Trivial Damage,2,false
f3f11fb1-045e-44ca-98e6-44c9d23eae72,102052521,2016-05-15,440,6340,6340,44380,57060,Front Collision,1,40.0,husband,07-10-2012,2016-05-14,23,Single Vehicle Collision,Total Loss,0,false
43634aad-ce43-42f0-9d2a-53193d8527cb,102127969,2019-03-09,258,13440,6720,53760,73920,Front Collision,1,32.0,unmarried,19-08-2010,2019-02-03,19,Single Vehicle Collision,Major Damage,0,false
a8e3cbb9-2f01-4e2e-8383-9e7d5613cd29,102115627,2018-02-25,159,14920,14920,59680,89520,Side Collision,1,29.0,husband,30-01-2014,2018-02-25,9,Vehicle Theft,Trivial Damage,3,true
5f89dba7-57af-40d8-9ed7-e46a0d5e5394,102060883,2016-07-25,286,14540,7270,43620,65430,Rear Collision,1,33.0,own-child,02-10-2002,2016-06-19,10,Single Vehicle Collision,Minor Damage,2,false
21fa8cb5-4ff0-4eb0-9431-0d15cffe8063,102058583,2016-07-26,241,7080,14160,49560,70800,null,4,54.0,own-child,01-10-2006,2016-12-07,11,Multi-vehicle Collision,Total Loss,2,true
95d7b2ac-1f76-417d-b8d5-b8831fdacf7e,102130711,2019-06-01,269,12560,6280,50240,69080,null,1,27.0,not-in-family,30-08-2015,2019-05-25,22,Single Vehicle Collision,Minor Damage,1,true
efb9e7b3-ac3e-4cc9-8c27-5a4d12a13c85,102110542,2017-10-14,210,11700,0,46800,58500,null,1,32.0,other-relative,08-02-2016,2017-08-18,13,Single Vehicle Collision,Minor Damage,2,false
ae82d9cd-5d28-4af7-b01a-6d2da70c6627,102060746,2016-07-26,246,300,300,2100,2700,Front Collision,1,33.0,wife,08-12-2009,2016-06-26,4,Single Vehicle Collision,Minor Damage,2,true
0764fc81-957d-4ada-980a-351941860ffa,102084221,2016-07-26,145,5420,10840,37940,54200,Rear Collision,1,60.0,unmarried,20-11-2006,2016-06-29,12,Single Vehicle Collision,Trivial Damage,3,false
876cdfcd-51e1-455a-b29f-adef44513f78,102121648,2018-08-18,143,10540,5270,47430,63240,Side Collision,4,60.0,unmarried,27-05-1992,2018-08-17,6,Multi-vehicle Collision,Minor Damage,3,false
d2d4fb96-9b4e-4c15-be19-787fb700229d,102089913,2016-09-20,101,900,1800,6300,9000,Side Collision,1,32.0,wife,06-07-2002,2016-09-11,21,Single Vehicle Collision,Minor Damage,0,false
85c6c34a-0559-456e-9627-084021319669,102125851,2019-02-04,437,11100,7400,29600,48100,null,4,23.0,husband,11-11-2015,2018-12-14,6,Multi-vehicle Collision,Minor Damage,0,false
c65d9c99-3db6-4e1c-a9d0-df46b3585562,102081520,2016-07-26,330,5710,11420,34260,51390,Side Collision,1,33.0,unmarried,09-12-2007,2016-07-23,19,Single Vehicle Collision,Total Loss,2,false
205527c4-bb05-4907-9e5c-0cd2c16acf51,102069786,2016-07-26,252,1060,530,4240,5830,Rear Collision,1,27.0,own-child,02-10-2013,2016-07-24,19,Single Vehicle Collision,Minor Damage,3,false
0167f03f-fab9-4ab7-a613-3c713b731d64,102098832,2017-01-07,398,10160,10160,30480,50800,Rear Collision,4,30.0,own-child,01-08-2013,2016-11-29,7,Multi-vehicle Collision,Total Loss,2,false
9cda48b7-64f2-4b5e-8f22-5e0d245edf41,102127958,2019-03-08,114,6020,6020,48160,60200,Side Collision,1,40.0,husband,11-07-2016,2019-03-07,23,Single Vehicle Collision,Minor Damage,0,false
735a7ba1-743e-45d2-af1c-5956b011ae1b,102073348,2016-07-26,22,5380,5380,21520,32280,Rear Collision,4,28.0,not-in-family,26-10-2013,2016-04-16,10,Multi-vehicle Collision,Total Loss,2,false
a9438468-faa9-478e-9188-24807e1ee5bf,102070647,2016-07-26,259,5850,11700,46800,64350,Side Collision,1,29.0,wife,01-03-2012,2016-06-29,13,Single Vehicle Collision,Trivial Damage,2,false
17143647-1412-4cdc-ae24-c26b55065a73,102086585,2016-07-26,46,6000,6000,42000,54000,null,1,53.0,unmarried,28-05-1984,2016-07-20,21,Vehicle Theft,Major Damage,2,false
4e802c63-6633-4dc5-bea5-92e80ae3f0fe,102076930,2016-07-26,136,15080,7540,52780,75400,Front Collision,1,29.0,unmarried,31-03-2011,2016-07-26,6,Single Vehicle Collision,Minor Damage,0,false
8f82fa9d-716e-4ec5-b024-8b6885ccb1e3,102052794,2016-05-20,473,5850,5850,46800,58500,Rear Collision,4,25.0,husband,28-09-2015,2016-05-08,12,Multi-vehicle Collision,Trivial Damage,1,false
6d78005a-74c8-471e-b1a3-acf1a14a1408,102090769,2016-09-17,261,5980,5980,47840,59800,Rear Collision,1,28.0,own-child,27-03-2007,2016-09-01,0,Single Vehicle Collision,Major Damage,1,true
d21e9ee9-0a30-43ff-ab75-a28b6a610c84,102145650,2020-06-14,77,5380,5380,43040,53800,Rear Collision,1,20.0,other-relative,28-09-2014,2020-06-12,15,Parked Car,Trivial Damage,3,false
a4cad80d-d886-499f-b62d-f90cc137c1a6,102105165,2017-05-25,163,15620,7810,54670,78100,null,1,33.0,own-child,16-01-2015,2017-05-22,18,Single Vehicle Collision,Major Damage,2,false
73aa039f-2f26-41ac-9f29-780e934ace7a,102127603/1,2019-04-07,190,7370,7370,58960,73700,Front Collision,4,41.0,unmarried,07-01-2004,2019-04-05,5,Multi-vehicle Collision,Major Damage,2,false
6014dac5-7f4e-4415-82e4-559d6ebc76e3,102114005,2018-01-08,64,12020,12020,48080,72120,Rear Collision,1,28.0,husband,10-08-2011,2017-12-28,7,Single Vehicle Collision,Minor Damage,0,false
1321470c-4ebd-434a-b268-5c6124646421,102122733,2018-09-28,145,11400,11400,45600,68400,Front Collision,4,22.0,unmarried,13-11-2013,2018-09-26,7,Multi-vehicle Collision,Major Damage,3,false
e422fc3b-14ea-430f-89e7-940eaf7f9f2c,102059048,2016-07-27,140,1060,530,4240,5830,Side Collision,4,24.0,not-in-family,27-05-2015,2016-07-25,0,Multi-vehicle Collision,Minor Damage,1,false
68bd76a3-0669-405b-bcf0-090fec653df0,102082504,2016-07-27,277,460,920,3680,5060,Side Collision,1,35.0,other-relative,16-09-2012,2016-07-21,8,Vehicle Theft,Minor Damage,2,false
5d17c342-ef32-44a9-8f89-61dfe2a4ac88,102125876,2019-01-18,128,650,650,3900,5200,Front Collision,4,41.0,other-relative,05-11-2015,2019-01-09,18,Multi-vehicle Collision,Major Damage,2,false
72f29286-9f19-4056-8416-5b22bc0ebbd2,102132652,2019-07-23,229,6910,6910,55280,69100,null,4,54.0,not-in-family,17-09-1986,2019-07-07,9,Multi-vehicle Collision,Minor Damage,3,true
bd946d83-cd32-481f-810a-0fb3584bf4bf,102123576,2018-10-24,25,14020,14020,49070,77110,Rear Collision,1,51.0,husband,24-08-2005,2018-10-16,17,Single Vehicle Collision,Minor Damage,1,false
09cf9816-5656-4c36-b453-fa028ef17f14,102138652,2020-03-09,303,7200,7200,57600,72000,Rear Collision,1,30.0,other-relative,26-12-2004,2020-02-28,3,Single Vehicle Collision,Trivial Damage,2,false
662f7c5e-0c57-43af-b4f9-84742fdacceb,102049138,2016-01-25,236,6970,6970,55760,69700,Rear Collision,4,29.0,own-child,28-08-2014,2016-01-22,4,Multi-vehicle Collision,Total Loss,1,true
15cd9084-4ec5-4fdd-b8ad-6d3c1c08db2d,102106898/1,2017-07-21,303,9540,4770,28620,42930,Rear Collision,1,30.0,not-in-family,05-12-2011,2017-06-02,23,Single Vehicle Collision,Total Loss,3,false
ff044644-e15c-4acc-8c46-0742fd8e691c,102114281,2018-01-14,475,5270,10540,36890,52700,Front Collision,4,54.0,not-in-family,26-07-2006,2018-01-12,9,Multi-vehicle Collision,Major Damage,0,true
ff584bf0-2957-44a7-96a8-6a4be2f163de,102080508/1,2016-07-28,16,1060,530,4240,5830,null,1,36.0,unmarried,14-10-2015,2015-12-15,21,Single Vehicle Collision,Total Loss,1,false
a7409749-633e-4929-8bb9-a17bc3fc5d7e,102067430,2016-07-28,65,4880,9760,39040,53680,Side Collision,4,46.0,husband,23-06-1997,2016-07-26,16,Multi-vehicle Collision,Total Loss,0,false
a9cf8abe-1cee-418e-92ab-5117627ee734,102091439,2016-09-25,169,1230,820,3280,5330,Front Collision,1,36.0,unmarried,19-08-2010,2016-09-23,0,Parked Car,Minor Damage,1,false
1fb83024-f121-4df9-a3d6-37947e806f8d,102075536,2016-07-28,244,14080,7040,49280,70400,null,4,29.0,husband,24-10-2011,2016-07-26,16,Multi-vehicle Collision,Major Damage,3,false
dbb60de1-b69e-41b7-9c76-d517f0981866,102093010,2016-10-20,128,560,1120,4480,6160,Front Collision,1,26.0,not-in-family,22-12-2011,2016-07-04,22,Vehicle Theft,Trivial Damage,0,false
5f268038-3d13-498a-a94f-6d47dd618107,102073684,2016-07-28,194,600,600,2100,3300,Side Collision,1,34.0,wife,04-09-2006,2016-06-06,6,Vehicle Theft,Minor Damage,1,false
14d970de-5cd8-48f7-a5ea-6760ce913b59,102112232,2017-11-26,475,7200,7200,57600,72000,Rear Collision,1,39.0,wife,07-03-2006,2017-11-21,16,Single Vehicle Collision,Minor Damage,2,true
cb170b8d-88c8-4d9f-86d1-b4ab0b7fee0f,102099820,2017-02-10,276,5310,5310,42480,53100,Front Collision,4,34.0,own-child,07-10-2012,2017-02-02,7,Multi-vehicle Collision,Trivial Damage,3,true
239a38b3-3229-421e-b846-eb8a0060e33f,102118735,2018-07-14,298,5260,10520,47340,63120,Side Collision,4,27.0,wife,07-11-2014,2018-07-03,7,Multi-vehicle Collision,Total Loss,3,false
b8165e54-c337-4f38-881a-26e42ad19d2a,102123896,2018-11-03,448,6720,6720,47040,60480,null,1,27.0,not-in-family,04-08-2010,2018-10-30,20,Single Vehicle Collision,Major Damage,1,false
4dbd2190-9e03-4b00-b532-9225645a3104,102131552,2019-08-04,285,6000,6000,42000,54000,Side Collision,4,35.0,wife,27-10-2013,2019-08-02,0,Multi-vehicle Collision,Minor Damage,3,false
a8e4f085-d46e-44e8-a55b-397fb1890fb1,102052643,2016-05-17,130,5420,10840,32520,48780,Side Collision,4,48.0,other-relative,08-08-2004,2016-05-14,6,Multi-vehicle Collision,Total Loss,2,false
28b49ec5-2fb5-4402-8a8b-98919f7b76f1,102145285,2020-06-06,47,620,620,4340,5580,Rear Collision,1,31.0,own-child,19-11-2012,2020-05-31,8,Single Vehicle Collision,Major Damage,2,true
fe26fafe-9fc0-41d9-9ceb-2260ca831973,102111326,2017-11-04,313,12360,6180,43260,61800,Side Collision,1,34.0,husband,07-01-2007,2017-10-20,1,Single Vehicle Collision,Minor Damage,1,true
383580f9-7179-4476-a74c-e01af60667ee,102091940,2016-10-05,279,3070,6140,21490,30700,null,4,40.0,own-child,12-12-2012,2016-10-05,23,Multi-vehicle Collision,Minor Damage,2,false
f2298829-01e6-4d01-af19-5043ec6b01b3,102145436,2020-06-10,85,9220,4610,27660,41490,null,4,36.0,other-relative,04-08-2008,2020-05-21,15,Multi-vehicle Collision,Minor Damage,1,false
75286aa4-a71e-430f-b780-a3dd50f58905,102142415,2020-03-19,313,10540,10540,42160,63240,Side Collision,4,22.0,other-relative,15-05-2014,2020-03-16,16,Multi-vehicle Collision,Major Damage,0,true
ad54c1d0-1ade-404f-b01a-c59ee258d7d6,102135428,2019-09-26,27,5770,5770,46160,57700,null,1,28.0,husband,09-09-2014,2019-08-27,16,Single Vehicle Collision,Total Loss,3,false
2d9ac12c-aef3-42cc-9249-dee07645cff3,102067071,2016-07-31,136,7120,7120,49840,64080,Rear Collision,1,35.0,unmarried,11-02-2008,2016-05-27,18,Single Vehicle Collision,Major Damage,2,false
c00eaf80-d981-4ce2-984f-65da3f559904,102090127,2016-09-04,214,740,740,4440,5920,null,4,35.0,not-in-family,18-10-2006,2016-08-29,21,Multi-vehicle Collision,Minor Damage,3,false
051b4ce2-0946-41bd-b938-cea8dbdb69f4,102090456,2016-09-09,436,7870,7870,55090,70830,Side Collision,1,53.0,not-in-family,13-10-1981,2016-08-31,9,Single Vehicle Collision,Major Damage,0,false
56039147-56d8-4698-8d65-687ac430d3f1,102143811,2020-05-28,46,740,740,4440,5920,Side Collision,1,35.0,own-child,25-08-2013,2020-05-21,11,Single Vehicle Collision,Major Damage,0,true
8e56cb50-7312-4218-8096-3f84322bff6d,102131682,2019-06-30,261,10,20,70,100,Front Collision,1,33.0,other-relative,09-01-2011,2019-06-23,2,Single Vehicle Collision,Total Loss,0,false
3963238b-69c0-45ae-a41a-c80bea6f6c99,102081397,2016-07-31,194,6440,6440,51520,64400,null,1,20.0,other-relative,28-12-2014,2016-07-07,12,Single Vehicle Collision,Major Damage,0,false
abfe1106-f178-4d6b-afb8-d5c4eb9c30a9,102130726,2019-06-01,208,8930,8930,53580,71440,Rear Collision,1,26.0,other-relative,11-10-2015,2019-05-19,17,Vehicle Theft,Minor Damage,1,false
a098f2b2-4765-4d1b-96e9-717d2cb6e897,102065183,2016-01-08,277,12980,19470,58410,90860,Side Collision,1,44.0,husband,15-02-2016,2016-07-20,4,Parked Car,Minor Damage,3,false
